20220601 045600;1.072020;1.072070;1.071890;1.071930;0
20220601 045700;1.071930;1.072000;1.071880;1.071960;0
20220601 045800;1.071960;1.072010;1.071900;1.071950;0
20220601 045900;1.071940;1.071950;1.071760;1.071770;0
20220601 050000;1.071780;1.071870;1.071710;1.071710;0
20220601 050100;1.071700;1.071780;1.071670;1.071760;0
20220601 050200;1.071750;1.071790;1.071640;1.071680;0
20220601 050300;1.071670;1.071700;1.071600;1.071620;0
20220601 050400;1.071630;1.071630;1.071370;1.071450;0
20220601 050500;1.071440;1.071580;1.071440;1.071470;0
20220601 050600;1.071460;1.071540;1.071390;1.071500;0
20220601 050700;1.071450;1.071810;1.071430;1.071680;0
20220601 050800;1.071680;1.071730;1.071540;1.071580;0
20220601 050900;1.071570;1.071820;1.071470;1.071730;0
20220601 051000;1.071720;1.071760;1.071600;1.071680;0
20220601 051100;1.071690;1.071790;1.071630;1.071740;0
20220601 051200;1.071730;1.071890;1.071720;1.071890;0
20220601 051300;1.071880;1.072120;1.071860;1.072060;0
20220601 051400;1.072060;1.072270;1.072010;1.072230;0
20220601 051500;1.072220;1.072310;1.072090;1.072310;0
20220601 051600;1.072300;1.072300;1.072130;1.072130;0
20220601 051700;1.072110;1.072110;1.071930;1.071980;0
20220601 051800;1.071970;1.071980;1.071860;1.071920;0
20220601 051900;1.071920;1.071940;1.071790;1.071790;0
20220601 052000;1.071780;1.071840;1.071680;1.071760;0
20220601 052100;1.071750;1.071870;1.071710;1.071870;0
20220601 052200;1.071870;1.071920;1.071820;1.071820;0
20220601 052300;1.071820;1.072020;1.071800;1.072020;0
20220601 052400;1.072030;1.072180;1.072030;1.072160;0
20220601 052500;1.072140;1.072290;1.072120;1.072280;0
20220601 052600;1.072270;1.072420;1.072200;1.072420;0
20220601 052700;1.072420;1.072630;1.072380;1.072560;0
20220601 052800;1.072560;1.072580;1.072410;1.072570;0
20220601 052900;1.072580;1.072600;1.072320;1.072320;0
20220601 053000;1.072320;1.072340;1.072160;1.072230;0
20220601 053100;1.072220;1.072250;1.072080;1.072130;0
20220601 053200;1.072140;1.072190;1.072000;1.072090;0
20220601 053300;1.072100;1.072110;1.071910;1.071940;0
20220601 053400;1.071930;1.071990;1.071920;1.071960;0
20220601 053500;1.071970;1.072030;1.071910;1.072030;0
20220601 053600;1.072020;1.072130;1.071990;1.072090;0
20220601 053700;1.072090;1.072130;1.071970;1.072060;0
20220601 053800;1.072040;1.072070;1.072010;1.072030;0
20220601 053900;1.072030;1.072140;1.072010;1.072130;0
20220601 054000;1.072130;1.072230;1.072060;1.072220;0
20220601 054100;1.072220;1.072430;1.072220;1.072420;0
20220601 054200;1.072410;1.072430;1.072210;1.072250;0
20220601 054300;1.072250;1.072340;1.072250;1.072260;0
20220601 054400;1.072260;1.072320;1.072250;1.072290;0
20220601 054500;1.072290;1.072290;1.072200;1.072270;0
20220601 054600;1.072280;1.072380;1.072280;1.072330;0
20220601 054700;1.072340;1.072440;1.072290;1.072330;0
20220601 054800;1.072310;1.072310;1.072070;1.072070;0
20220601 054900;1.072060;1.072330;1.072060;1.072320;0
20220601 055000;1.072300;1.072300;1.072080;1.072110;0
20220601 055100;1.072120;1.072150;1.072090;1.072140;0
20220601 055200;1.072140;1.072190;1.072100;1.072190;0
20220601 055300;1.072190;1.072680;1.072180;1.072600;0
20220601 055400;1.072590;1.072630;1.072500;1.072540;0
20220601 055500;1.072540;1.072550;1.072270;1.072350;0
20220601 055600;1.072340;1.072420;1.072300;1.072360;0
20220601 055700;1.072360;1.072470;1.072310;1.072460;0
20220601 055800;1.072450;1.072620;1.072410;1.072580;0
20220601 055900;1.072590;1.072670;1.072520;1.072660;0
20220601 060000;1.072660;1.072660;1.072520;1.072530;0
20220601 060100;1.072560;1.072720;1.072550;1.072610;0
20220601 060200;1.072620;1.072830;1.072600;1.072830;0
20220601 060300;1.072830;1.072840;1.072710;1.072800;0
